,tissueID,sampleDescription,vesselSerialNumber,fishNumber,repID,water,dateCollected,year,lattitude_decDeg,longitude_decDeg,site,siteDepthCode,stationDepth_m,depthCollect_m,sampleDepthMin_m,sampleDepthMax_m,waterLayerSampled,DCLdepth,thermoclineDepth_m,epilimnionDepth_m,hypolimnionDepth_m,collectionGear,collectionGearMesh_um,numberIndividualsCombined,individualSize_mm,individualSizeMax_mm,individualSizeMin_mm,tissueType,preservationMethod,lipidExtraction,acidifiedUnacidified,wellID,laboratory,equipment,sampleAmount_mg,areaN,percentN,areaN28,amplitudeN28,delta15N,TEF_N,TEF_C_SD,areaC,percentC,areaC45,amplitudeC45,delta13C,TEF_C,TEF_C_SD.1,H2amp,percentH,del2H,sd_delta2H,analysisFacility,equipmentUsed,analysisDate,analysisTime,Flag,Comment,Comment2,Group
2452,T2428,Cyclopoid copepod,,,,Lake Ontario,7/9/2013,2013,43.450833,-76.652783,OSW3,OSW 50,50,,25,50,Hypo,8.434,6.5,3,11,zoop net,0,0,NA,NA,NA,wholeOrganism_multipleIndividuals,frozen,no,Unacidified,G8,,,1.013,19.082,10.1313104,18.935,1433,8.711,3.4,0.74,96.348,51.8146186,1.1,6419,-25.166,0.4,0.63,NA,NA,NA,NA,NA,,3/7/2014,12:02:35,0,,,Zooplankton
2454,T2427,Cyclopoid copepod,,,,Lake Ontario,7/9/2013,2013,43.450833,-76.652783,OSW3,OSW 50,50,,6,25,Meta,8.434,6.5,3,11,zoop net,0,0,NA,NA,NA,wholeOrganism_multipleIndividuals,frozen,no,Unacidified,D11,,,0.545,9.724,9.5481731,9.63,708,8.793,3.4,0.74,52.966,52.6505887,0.604,3540,-25.629,0.4,0.63,NA,NA,NA,NA,NA,,3/26/2014,15:19:21,1,Low N signal,,Zooplankton
2456,T3341,Cyclopoid copepod,,,,Lake Ontario,8/27/2013,2013,43.450833,-76.652783,OSW3,OSW 50,50,,18,30,Meta,7.063,21.5,19,33,zoop net,64,0,NA,NA,NA,wholeOrganism_multipleIndividuals,frozen then dried,no,Unacidified,G12,,,0.522,10.63,11.0577942,10.549,781,9.337,3.4,0.74,46.465,49.6320697,0.532,3135,-22.327,0.4,0.63,NA,NA,NA,NA,NA,,3/7/2014,12:41:22,1,Low N signal,,Zooplankton
2458,T3737,Cyclopoid copepod,,,,Lake Ontario,9/24/2013,2013,43.450833,-76.652783,OSW3,OSW 50,50,,30,36,Meta,10.864,27.5,24,32,zoop net,0,0,NA,NA,NA,wholeOrganism_multipleIndividuals,frozen then dried,no,Unacidified,G4,,,0.553,10.378,10.1927901,10.298,765,9.357,3.4,0.74,50.812,51.1305207,0.581,3449,-22.893,0.4,0.63,NA,NA,NA,NA,NA,,3/7/2014,11:23:49,1,Low N signal,,Zooplankton
2460,T2040,Daphnia sp.,,,,Lake Ontario,6/11/2013,2013,43.450833,-76.652783,OSW3,OSW 50,50,,20,46,Hypo,1.891,0,50,0,Plankton Net,64,0,NA,NA,NA,wholeOrganism_multipleIndividuals,frozen then dried,no,Unacidified,E5,,,0.341,5.721,9.5128593,5.589,398,5.761,3.4,0.74,34.157,52.7364189,0.389,2265,-26.497,0.4,0.63,NA,NA,NA,NA,NA,,3/27/2014,12:00:43,1,Low N signal,,Zooplankton
2462,T2918,Daphnia sp.,,,,Lake Ontario,8/8/2013,2013,43.450833,-76.652783,OSW3,OSW 50,50,,18,27,Meta,21.084,27.5,25,32,zoop net,63,0,NA,NA,NA,wholeOrganism_multipleIndividuals,frozen then dried,no,Unacidified,G7,,,0.641,10.254,10.3641338,10.176,921,5.35,3.4,0.74,56.156,50.9979387,0.643,3999,-22,0.4,0.63,NA,NA,NA,NA,NA,,4/2/2014,11:51:56,1,Low N signal,,Zooplankton
2464,T2878,Daphnia sp.,,,,Lake Ontario,8/27/2013,2013,43.450833,-76.652783,OSW3,OSW 50,50,,0,18,Epi,7.063,21.5,19,33,zoop net,63,0,NA,NA,NA,wholeOrganism_multipleIndividuals,frozen then dried,no,Unacidified,E7,,,0.366,6.864,10.6158522,6.678,476,5.354,3.4,0.74,36.573,52.5454301,0.418,2423,-23.181,0.4,0.63,NA,NA,NA,NA,NA,,3/27/2014,12:20:08,1,Low N signal,,Zooplankton
2466,T2872,Daphnia sp.,,,,Lake Ontario,8/27/2013,2013,43.450833,-76.652783,OSW3,OSW 50,50,,30,47,Hypo,7.063,21.5,19,33,zoop net,63,0,NA,NA,NA,wholeOrganism_multipleIndividuals,frozen then dried,no,Unacidified,G4,,,1.389,10.666,4.9678143,10.584,963,5.095,3.4,0.74,149.337,58.6644172,1.703,10198,-26.272,0.4,0.63,NA,NA,NA,NA,NA,,4/2/2014,11:22:49,1,Low N signal,,Zooplankton
2468,T3339,Daphnia sp.,,,,Lake Ontario,8/27/2013,2013,43.450833,-76.652783,OSW3,OSW 50,50,,18,30,Meta,7.063,21.5,19,33,zoop net,64,0,NA,NA,NA,wholeOrganism_multipleIndividuals,frozen then dried,no,Unacidified,F12,,,0.663,11.853,10.0470705,10.987,785,7.042,3.4,0.74,64.43,50.3789063,0.736,4207,-23.323,0.4,0.63,NA,NA,NA,NA,NA,,3/27/2014,15:24:45,1,Low N signal,,Zooplankton
2470,T3819,Daphnia sp.,,,,Lake Ontario,9/24/2013,2013,43.450833,-76.652783,OSW3,OSW 50,50,,36,47,Hypo,10.864,27.5,24,32,zoop net,0,0,NA,NA,NA,wholeOrganism_multipleIndividuals,frozen then dried,no,Unacidified,F4,,,1.348,23.926,9.7997949,23.127,1688,6.401,3.4,0.74,136.752,50.6353239,1.562,8719,-23.501,0.4,0.63,NA,NA,NA,NA,NA,,3/27/2014,14:06:58,0,,,Zooplankton
2472,T3736,Daphnia sp.,,,,Lake Ontario,9/24/2013,2013,43.450833,-76.652783,OSW3,OSW 50,50,,30,36,Meta,10.864,27.5,24,32,zoop net,0,0,NA,NA,NA,wholeOrganism_multipleIndividuals,frozen then dried,no,Unacidified,F7,,,0.46,8.224,10.0997885,7.475,527,7.735,3.4,0.74,41.357,47.1615079,0.472,2707,-23.248,0.4,0.63,NA,NA,NA,NA,NA,,3/27/2014,14:36:07,1,Low N signal,,Zooplankton
2474,T3811,Daphnia sp.,,,,Lake Ontario,9/24/2013,2013,43.450833,-76.652783,OSW3,OSW 50,50,,30,36,Meta,10.864,27.5,24,32,zoop net,0,0,NA,NA,NA,wholeOrganism_multipleIndividuals,frozen then dried,no,Unacidified,F8,,,0.422,7.633,10.2277073,6.937,495,7.874,3.4,0.74,39.359,48.9743861,0.449,2602,-24.344,0.4,0.63,NA,NA,NA,NA,NA,,3/27/2014,14:45:50,1,Low N signal,,Zooplankton
2516,T2916,Holopedium gibberum,,,,Lake Ontario,8/8/2013,2013,43.450833,-76.652783,OSW3,OSW 50,50,0,18,27,Meta,21.084,27.5,25,32,zoop net,63,0,0,0,0,,frozen then dried,no,,,,,,6.631,10.2518664,6.58,733,5.448,3.4,0.74,NA,50.8027836,NA,1005,-25.866,0.4,0.63,NA,NA,NA,NA,NA,,,,0,,,Zooplankton
2518,T1677,Limnocalanus macrurus,,,,Lake Ontario,5/17/2013,2013,43.450833,-76.652783,OSW3,OSW 50,50,,0,20,Epi,NA,0,50,0,Plankton Net,64,0,NA,NA,NA,wholeOrganism_multipleIndividuals,Frozen then Dried,no,Unacidified,D2,,,0.652,13.774,11.406017,13.656,1025,12.31,3.4,0.74,57.992,48.1311845,0.661,3900,-25.049,0.4,0.63,NA,NA,NA,NA,NA,,3/26/2014,13:51:49,0,,,Zooplankton
2520,T1676,Limnocalanus macrurus,,,,Lake Ontario,5/17/2013,2013,43.450833,-76.652783,OSW3,OSW 50,50,,20,50,Hypo,NA,0,50,0,Plankton Net,64,0,NA,NA,NA,wholeOrganism_multipleIndividuals,Frozen then Dried,no,Unacidified,D1,,,1.146,24.018,11.5690341,23.821,1817,12.38,3.4,0.74,101.635,47.5181047,1.159,6792,-24.53,0.4,0.63,NA,NA,NA,NA,NA,,3/26/2014,13:42:06,0,,,Zooplankton
2522,T1539,Mysis diluviana,,,,Lake Ontario,4/17/2013,2013,43.450833,-76.652783,OSW3,OSW 50,50,0,0,49,WC,11.986,0,50,0,mysis net 1m dia,1000,1,12,0,0,,Frozen then dried,no,Unacidified,A6,,,,14.672,13.7398442,14.559,1392,14.802,3.4,0.74,NA,46.9399311,NA,1139,-26.208,0.4,0.63,NA,NA,NA,NA,NA,,,,NA,,,Zooplankton
2524,T1540,Mysis diluviana,,,,Lake Ontario,4/17/2013,2013,43.450833,-76.652783,OSW3,OSW 50,50,0,0,49,WC,11.986,0,50,0,mysis net 1m dia,1000,1,11,0,0,,Frozen then dried,no,Unacidified,A7,,,,23.578,13.3069,23.396,2266,14.324,3.4,0.74,NA,47.1958505,NA,1888,-25.255,0.4,0.63,NA,NA,NA,NA,NA,,,,NA,,,Zooplankton
2526,T1541,Mysis diluviana,,,,Lake Ontario,4/17/2013,2013,43.450833,-76.652783,OSW3,OSW 50,50,0,0,49,WC,11.986,0,50,0,mysis net 1m dia,1000,1,13,0,0,,Frozen then dried,no,Unacidified,A8,,,,16.927,13.6683659,16.797,1624,14.421,3.4,0.74,NA,47.3710113,NA,1334,-26.243,0.4,0.63,NA,NA,NA,NA,NA,,,,NA,,,Zooplankton
2528,T1542,Mysis diluviana,,,,Lake Ontario,4/17/2013,2013,43.450833,-76.652783,OSW3,OSW 50,50,0,0,49,WC,11.986,0,50,0,mysis net 1m dia,1000,1,18,0,0,,Frozen then dried,no,Unacidified,A9,,,,12.775,13.6182336,12.677,1206,11.955,3.4,0.74,NA,47.1196089,NA,1003,-27.439,0.4,0.63,NA,NA,NA,NA,NA,,,,NA,,,Zooplankton
2530,T1543,Mysis diluviana,,,,Lake Ontario,4/17/2013,2013,43.450833,-76.652783,OSW3,OSW 50,50,0,0,49,WC,11.986,0,50,0,mysis net 1m dia,1000,1,12,0,0,,Frozen then dried,no,Unacidified,A10,,,,18.971,13.7548983,18.825,1818,15.579,3.4,0.74,NA,48.109767,NA,1501,-26.44,0.4,0.63,NA,NA,NA,NA,NA,,,,NA,,,Zooplankton
2532,T1544,Mysis diluviana,,,,Lake Ontario,4/17/2013,2013,43.450833,-76.652783,OSW3,OSW 50,50,0,0,49,WC,11.986,0,50,0,mysis net 1m dia,1000,1,14,0,0,,Frozen then dried,no,Unacidified,A11,,,,15.268,13.7133579,15.15,1459,15.63,3.4,0.74,NA,48.4341144,NA,1226,-28.31,0.4,0.63,NA,NA,NA,NA,NA,,,,NA,,,Zooplankton
2534,T1545,Mysis diluviana,,,,Lake Ontario,4/17/2013,2013,43.450833,-76.652783,OSW3,OSW 50,50,0,0,49,WC,11.986,0,50,0,mysis net 1m dia,1000,1,14,0,0,,Frozen then dried,no,Unacidified,A12,,,,20.387,17.4319346,20.23,1960,15.266,3.4,0.74,NA,62.7989066,NA,1666,-26.389,0.4,0.63,NA,NA,NA,NA,NA,,,,NA,,,Zooplankton
2536,T1546,Mysis diluviana,,,,Lake Ontario,4/17/2013,2013,43.450833,-76.652783,OSW3,OSW 50,50,0,0,49,WC,11.986,0,50,0,mysis net 1m dia,1000,1,13,0,0,,Frozen then dried,no,Unacidified,B1,,,,16.338,12.1041713,16.213,1561,14.116,3.4,0.74,NA,42.0506996,NA,1287,-26.186,0.4,0.63,NA,NA,NA,NA,NA,,,,NA,,,Zooplankton
2538,T1547,Mysis diluviana,,,,Lake Ontario,4/17/2013,2013,43.450833,-76.652783,OSW3,OSW 50,50,0,0,49,WC,11.986,0,50,0,mysis net 1m dia,1000,1,15,0,0,,Frozen then dried,no,Unacidified,B2,,,,14.305,13.2342707,14.195,1367,15.802,3.4,0.74,NA,49.3662133,NA,1212,-27.331,0.4,0.63,NA,NA,NA,NA,NA,,,,NA,,,Zooplankton
2540,T1548,Mysis diluviana,,,,Lake Ontario,4/17/2013,2013,43.450833,-76.652783,OSW3,OSW 50,50,0,0,49,WC,11.986,0,50,0,mysis net 1m dia,1000,1,14,0,0,,Frozen then dried,no,Unacidified,B3,,,,15.355,12.991571,15.237,1469,16,3.4,0.74,NA,47.2915748,NA,1274,-26.018,0.4,0.63,NA,NA,NA,NA,NA,,,,NA,,,Zooplankton
2542,T1549,Mysis diluviana,,,,Lake Ontario,4/17/2013,2013,43.450833,-76.652783,OSW3,OSW 50,50,0,0,49,WC,11.986,0,50,0,mysis net 1m dia,1000,1,13,0,0,,Frozen then dried,no,Unacidified,B4,,,,18.378,13.8348066,18.236,1765,19.325,3.4,0.74,NA,48.5077709,NA,1457,-26.735,0.4,0.63,NA,NA,NA,NA,NA,,,,NA,,,Zooplankton
2544,T1550,Mysis diluviana,,,,Lake Ontario,4/17/2013,2013,43.450833,-76.652783,OSW3,OSW 50,50,0,0,49,WC,11.986,0,50,0,mysis net 1m dia,1000,1,15,0,0,,Frozen then dried,no,Unacidified,B5,,,,13.376,13.175927,13.273,1266,16,3.4,0.74,NA,46.9548192,NA,1079,-27.118,0.4,0.63,NA,NA,NA,NA,NA,,,,NA,,,Zooplankton
2546,T1551,Mysis diluviana,,,,Lake Ontario,4/17/2013,2013,43.450833,-76.652783,OSW3,OSW 50,50,0,0,49,WC,11.986,0,50,0,mysis net 1m dia,1000,1,15,0,0,,Frozen then dried,no,Unacidified,B6,,,,16.37,11.5415304,16.244,1561,14.893,3.4,0.74,NA,47.6572194,NA,1525,-28.732,0.4,0.63,NA,NA,NA,NA,NA,,,,NA,,,Zooplankton
2548,T1552,Mysis diluviana,,,,Lake Ontario,4/17/2013,2013,43.450833,-76.652783,OSW3,OSW 50,50,0,0,49,WC,11.986,0,50,0,mysis net 1m dia,1000,1,5,0,0,,Frozen then dried,no,Unacidified,B7,,,,2.146,11.6942137,2.13,197,12.503,3.4,0.74,NA,43.6793935,NA,180,-30.783,0.4,0.63,NA,NA,NA,NA,NA,,,,NA,,,Zooplankton
2550,T1553,Mysis diluviana,,,,Lake Ontario,4/17/2013,2013,43.450833,-76.652783,OSW3,OSW 50,50,0,0,49,WC,11.986,0,50,0,mysis net 1m dia,1000,1,14,0,0,,Frozen then dried,no,Unacidified,B8,,,,7.918,11.6880974,7.857,747,12.957,3.4,0.74,NA,43.8493116,NA,674,-29.032,0.4,0.63,NA,NA,NA,NA,NA,,,,NA,,,Zooplankton
2552,T1655,Mysis diluviana,,,,Lake Ontario,5/28/2013,2013,43.450833,-76.652783,OSW3,OSW 50,50,0,0,50,WC,NA,0,50,0,mysis net 1m dia,1000,0,0,0,0,,Frozen then Dried,no,Unacidified,D8,,,,14.974,11.2859455,14.859,1452,11.474,3.4,0.74,NA,47.4712625,NA,1580,-28.1,0.4,0.63,NA,NA,NA,NA,NA,,,,NA,,,Zooplankton
2554,T2300,Mysis diluviana,,,,Lake Ontario,6/12/2013,2013,43.450833,-76.652783,OSW3,OSW 50,50,0,0,0,WC,1.891,0,50,0,mysis net,0,0,7.5,8,7,,0,no,Unacidified,B12,,,,11.899,11.9094931,11.808,1130,11.626,3.4,0.74,NA,48.2198891,NA,1095,-29.201,0.4,0.63,NA,NA,NA,NA,NA,,,,NA,,,Zooplankton
2556,T2931,Mysis diluviana,,,,Lake Ontario,7/11/2013,2013,43.450833,-76.652783,OSW3,OSW 50,50,0,0,50,WC,8.434,6.5,3,11,Mysis net,1000,0,18,0,0,,frozen then dried,no,Unacidified,H12,,,,12.362,9.1035396,12.261,1218,9.919,3.4,0.74,NA,49.5694744,NA,1668,-28.213,0.4,0.63,NA,NA,NA,NA,NA,,,,NA,,,Zooplankton
2558,T2932,Mysis diluviana,,,,Lake Ontario,7/11/2013,2013,43.450833,-76.652783,OSW3,OSW 50,50,0,0,50,WC,8.434,6.5,3,11,Mysis net,1000,0,5,0,0,,frozen then dried,no,,,,,,1.203,11.4463802,1.191,112,9.128,3.4,0.74,NA,47.8291857,NA,145,-29.39,0.4,0.63,NA,NA,NA,NA,NA,,,,0,,,Zooplankton
2560,T2933,Mysis diluviana,,,,Lake Ontario,7/11/2013,2013,43.450833,-76.652783,OSW3,OSW 50,50,0,0,50,WC,8.434,6.5,3,11,Mysis net,1000,0,6,0,0,,frozen then dried,no,,,,,,3.629,11.9627507,3.598,342,8.362,3.4,0.74,NA,45.2097282,NA,391,-28.529,0.4,0.63,NA,NA,NA,NA,NA,,,,0,,,Zooplankton
2562,T2934,Mysis diluviana,,,,Lake Ontario,7/11/2013,2013,43.450833,-76.652783,OSW3,OSW 50,50,0,0,50,WC,8.434,6.5,3,11,Mysis net,1000,0,8,0,0,,frozen then dried,no,,,,,,9.99,11.8140978,9.911,980,9.53,3.4,0.74,NA,53.0755428,NA,1302,-26.62,0.4,0.63,NA,NA,NA,NA,NA,,,,0,,,Zooplankton
2764,T1674,Bosminidae,,,,Lake Ontario,5/17/2013,2013,43.426117,-76.64445,OSW4,OSW 20,20,,0,20,wholeWaterColumn,NA,NA,20,0,Plankton Net,64,0,NA,NA,NA,wholeOrganism_multipleIndividuals,Frozen then Dried,no,Unacidified,C11,,,0.476,8.313,9.3169409,8.244,612,8.533,3.4,0.74,42.712,48.7245431,0.487,2892,-25.857,0.4,0.63,NA,NA,NA,NA,NA,,3/26/2014,13:22:40,1,Low N signal,,Zooplankton
2766,T1674,Bosminidae,,,,Lake Ontario,5/17/2013,2013,43.426117,-76.64445,OSW4,OSW 20,20,,0,20,wholeWaterColumn,NA,NA,20,0,Plankton Net,64,0,NA,NA,NA,wholeOrganism_multipleIndividuals,Frozen then Dried,no,Unacidified,D8,,,0.208,3.684,9.3514298,3.645,265,18.797,3.4,0.74,18.708,49.1024877,0.213,1265,-26.596,0.4,0.63,NA,NA,NA,NA,NA,,3/26/2014,14:50:10,1,Low N signal,,Zooplankton
2768,T2889,Bosminidae,,,,Lake Ontario,8/27/2013,2013,43.426117,-76.64445,OSW4,OSW 20,20,0,0,20,WC,NA,NA,20,0,zoop net,63,0,0,0,0,,frozen then dried,no,,,,,,8.328,10.63016,8.265,926,3.804,3.4,0.74,NA,50.7315352,NA,1210,-27.097,0.4,0.63,NA,NA,NA,NA,NA,,,,0,,,Zooplankton
2770,T4412,Bosminidae,,,,Lake Ontario,9/24/2013,2013,43.426117,-76.64445,OSW4,OSW 20,20,0,0,20,WC,NA,NA,20,0,zoop net,0,0,0,0,0,,frozen then dried,no,,,,,,9.412,9.9928862,9.34,1057,4.165,3.4,0.74,NA,50.6345823,NA,1447,-28.326,0.4,0.63,NA,NA,NA,NA,NA,,,,0,,,Zooplankton
2772,T1479,Calanoid copepod,,,,Lake Ontario,4/10/2013,2013,43.426117,-76.64445,OSW4,OSW 20,20,,0,0,wholeWaterColumn,NA,NA,20,0,Plankton Net,64,0,NA,NA,NA,wholeOrganism_multipleIndividuals,Frozen,no,Unacidified,A1,,,0.525,10.41,11.3433796,10.33,761,17.26,3.4,0.74,48.236,53.4443646,0.551,3226,-26.516,0.4,0.63,NA,NA,NA,NA,NA,,3/25/2014,11:58:40,1,Low N signal,,Zooplankton
2774,T1484,Calanoid copepod,,,,Lake Ontario,4/10/2013,2013,43.426117,-76.64445,OSW4,OSW 20,20,,0,20,wholeWaterColumn,NA,NA,20,0,Plankton Net,64,0,NA,NA,NA,wholeOrganism_multipleIndividuals,Frozen,no,Unacidified,A6,,,0.683,13.577,11.1949355,13.471,1003,17.765,3.4,0.74,64.537,54.0787144,0.736,4312,-26.198,0.4,0.63,NA,NA,NA,NA,NA,,3/25/2014,12:47:07,0,,,Zooplankton
2776,T1673,Calanoid copepod,,,,Lake Ontario,5/17/2013,2013,43.426117,-76.64445,OSW4,OSW 20,20,,0,20,wholeWaterColumn,NA,NA,20,0,Plankton Net,64,0,NA,NA,NA,wholeOrganism_multipleIndividuals,Frozen then Dried,no,Unacidified,C10,,,0.204,4.092,10.6001673,4.056,296,13.699,3.4,0.74,18.731,50.1273591,0.213,1273,-26.807,0.4,0.63,NA,NA,NA,NA,NA,,3/26/2014,13:12:58,1,Low N signal,,Zooplankton
2778,T2028,Calanoid copepod,,,,Lake Ontario,6/11/2013,2013,43.426117,-76.64445,OSW4,OSW 20,20,,5,20,Hypo,NA,NA,20,0,Plankton Net,64,0,NA,NA,NA,wholeOrganism_multipleIndividuals,frozen then dried,no,Unacidified,F10,,,0.611,8.125,7.15111293,8.063,600,10.232,3.4,0.74,62.697,55.59118044,0.715,4209,-27.243,0.4,0.63,NA,NA,NA,NA,NA,,3/6/2014,14:24:01,1,Low N signal,"used adjusted %C,%N",Zooplankton
2780,T2402,Calanoid copepod,,,,Lake Ontario,7/9/2013,2013,43.426117,-76.64445,OSW4,OSW 20,20,,6,12,Meta,NA,NA,20,0,zoop net,64,0,NA,NA,NA,wholeOrganism_multipleIndividuals,frozen,no,Unacidified,E12,,,0.506,10.962,11.57993947,10.878,812,8.513,3.4,0.74,47.169,51.87346416,0.539,3185,-25.224,0.4,0.63,NA,NA,NA,NA,NA,,3/6/2014,12:27:34,1,Low N signal,"used adjusted %C,%N",Zooplankton
2782,T2884,Calanoid copepod,,,,Lake Ontario,8/27/2013,2013,43.426117,-76.64445,OSW4,OSW 20,20,,0,20,wholeWaterColumn,NA,NA,20,0,zoop net,63,0,NA,NA,NA,wholeOrganism_multipleIndividuals,frozen then dried,no,Unacidified,E5,,,0.751,17.604,12.44756995,17.469,1309,9.207,3.4,0.74,71.556,51.09134945,0.821,4780,-21.411,0.4,0.63,NA,NA,NA,NA,NA,,3/6/2014,11:19:42,0,,"used adjusted %C,%N",Zooplankton
2784,T4416,Calanoid copepod,,,,Lake Ontario,9/24/2013,2013,43.426117,-76.64445,OSW4,OSW 20,20,,0,20,wholeWaterColumn,NA,NA,20,0,zoop net,0,0,NA,NA,NA,wholeOrganism_multipleIndividuals,frozen then dried,no,Unacidified,C5,,,0.516,11.42,11.9918619,11.333,839,10.158,3.4,0.74,49.288,51.4990564,0.565,3323,-23.131,0.4,0.63,NA,NA,NA,NA,NA,,3/5/2014,11:46:15,1,Low N signal,,Zooplankton
2786,T2400,Cercopagis pengoi,,,,Lake Ontario,7/9/2013,2013,43.426117,-76.64445,OSW4,OSW 20,20,,0,6,Epi,NA,NA,20,0,zoop net,64,0,NA,NA,NA,wholeOrganism_multipleIndividuals,frozen,no,Unacidified,G9,,,0.292,5.025,11.347493,4.987,444,6.917,3.4,0.74,25.391,51.666252,0.29,1819,-23.663,0.4,0.63,NA,NA,NA,NA,NA,,4/2/2014,12:11:20,1,Low N signal,,Zooplankton
2788,T2920,Cercopagis pengoi,,,,Lake Ontario,8/8/2013,2013,43.426117,-76.64445,OSW4,OSW 20,20,,0,20,wholeWaterColumn,NA,NA,20,0,zoop net,63,0,NA,NA,NA,wholeOrganism_multipleIndividuals,frozen then dried,no,Unacidified,H9,,,0.642,11.295,11.3573319,11.208,1009,7.915,3.4,0.74,56.449,51.1738902,0.646,4003,-21.8,0.4,0.63,NA,NA,NA,NA,NA,,4/2/2014,14:27:10,0,,,Zooplankton
2790,T2888,Cercopagis pengoi,,,,Lake Ontario,8/27/2013,2013,43.426117,-76.64445,OSW4,OSW 20,20,,0,20,wholeWaterColumn,NA,NA,20,0,zoop net,63,0,NA,NA,NA,wholeOrganism_multipleIndividuals,frozen then dried,no,Unacidified,H8,,,1.339,23.384,10.8077855,23.204,2113,9.023,3.4,0.74,120.118,49.9745367,1.376,8305,-20.684,0.4,0.63,NA,NA,NA,NA,NA,,4/2/2014,14:17:27,0,,,Zooplankton
2792,T4413,Cercopagis pengoi,,,,Lake Ontario,9/24/2013,2013,43.426117,-76.64445,OSW4,OSW 20,20,,0,20,wholeWaterColumn,NA,NA,20,0,zoop net,0,0,NA,NA,NA,wholeOrganism_multipleIndividuals,frozen then dried,no,Unacidified,G11,,,0.801,10.559,8.5315928,10.478,946,14.897,3.4,0.74,54.72,39.8059152,0.625,3883,-23.739,0.4,0.63,NA,NA,NA,NA,NA,,4/2/2014,12:30:45,1,Low N signal,,Zooplankton
2794,T1487,Cyclopoid copepod,,,,Lake Ontario,4/10/2013,2013,43.426117,-76.64445,OSW4,OSW 20,20,,0,20,wholeWaterColumn,NA,NA,20,0,Plankton Net,64,0,NA,NA,NA,wholeOrganism_multipleIndividuals,Frozen,no,Unacidified,A8,,,0.206,4.194,12.0000911,4.161,301,15.314,3.4,0.74,17.89,52.0316529,0.204,1214,-27.142,0.4,0.63,NA,NA,NA,NA,NA,,3/25/2014,13:06:30,1,Low N signal,,Zooplankton
2796,T1483,Cyclopoid copepod,,,,Lake Ontario,4/10/2013,2013,43.426117,-76.64445,OSW4,OSW 20,20,,0,20,wholeWaterColumn,NA,NA,20,0,Plankton Net,64,0,NA,NA,NA,wholeOrganism_multipleIndividuals,Frozen,no,Unacidified,A5,,,0.378,7.218,11.0937396,7.162,525,15.34,3.4,0.74,31.085,48.6459407,0.355,2097,-26.641,0.4,0.63,NA,NA,NA,NA,NA,,3/25/2014,12:37:25,1,Low N signal,,Zooplankton
2798,T1672,Cyclopoid copepod,,,,Lake Ontario,5/17/2013,2013,43.426117,-76.64445,OSW4,OSW 20,20,,0,20,wholeWaterColumn,NA,NA,20,0,Plankton Net,64,0,NA,NA,NA,wholeOrganism_multipleIndividuals,Frozen then Dried,no,Unacidified,C9,,,0.272,5.354,10.4309816,5.308,391,13.212,3.4,0.74,24.546,49.2032868,0.28,1662,-26.997,0.4,0.63,NA,NA,NA,NA,NA,,3/26/2014,13:03:16,1,Low N signal,,Zooplankton
2800,T2027,Cyclopoid copepod,,,,Lake Ontario,6/11/2013,2013,43.426117,-76.64445,OSW4,OSW 20,20,,5,20,Hypo,NA,NA,20,0,Plankton Net,64,0,NA,NA,NA,wholeOrganism_multipleIndividuals,frozen then dried,no,Unacidified,H9,,,0.41,6.255,8.3248128,6.207,454,9.028,3.4,0.74,37.906,51.7542628,0.432,2542,-26.563,0.4,0.63,NA,NA,NA,NA,NA,,3/7/2014,14:28:07,1,Low N signal,,Zooplankton
2802,T2398,Cyclopoid copepod,,,,Lake Ontario,7/9/2013,2013,43.426117,-76.64445,OSW4,OSW 20,20,,12,20,Hypo,NA,NA,20,0,zoop net,64,0,NA,NA,NA,wholeOrganism_multipleIndividuals,frozen,no,Unacidified,G9,,,0.648,12.389,10.3605963,12.293,914,9.045,3.4,0.74,60.791,51.9634436,0.694,4080,-24.788,0.4,0.63,NA,NA,NA,NA,NA,,3/7/2014,12:12:17,1,Low N signal,,Zooplankton
2804,T2919,Daphnia sp.,,,,Lake Ontario,8/8/2013,2013,43.426117,-76.64445,OSW4,OSW 20,20,,0,20,wholeWaterColumn,NA,NA,20,0,zoop net,63,0,NA,NA,NA,wholeOrganism_multipleIndividuals,frozen then dried,no,Unacidified,G2,,,0.463,7.743,10.9275646,7.684,691,5.598,3.4,0.74,40.25,51.1472174,0.461,2873,-22.605,0.4,0.63,NA,NA,NA,NA,NA,,4/2/2014,11:03:25,1,Low N signal,,Zooplankton
2806,T2886,Daphnia sp.,,,,Lake Ontario,8/27/2013,2013,43.426117,-76.64445,OSW4,OSW 20,20,,0,20,wholeWaterColumn,NA,NA,20,0,zoop net,63,0,NA,NA,NA,wholeOrganism_multipleIndividuals,frozen then dried,no,Unacidified,G1,,,0.426,6.097,9.4038237,6.051,543,5.765,3.4,0.74,32.977,45.7654243,0.377,2358,-22.637,0.4,0.63,NA,NA,NA,NA,NA,,4/2/2014,10:53:44,1,Low N signal,,Zooplankton
2844,T2921,Holopedium gibberum,,,,Lake Ontario,8/8/2013,2013,43.426117,-76.64445,OSW4,OSW 20,20,0,0,20,WC,NA,NA,20,0,zoop net,63,0,0,0,0,,frozen then dried,no,,,,,,13.397,10.7297698,13.294,1500,6.049,3.4,0.74,NA,50.9192977,NA,1942,-24.199,0.4,0.63,NA,NA,NA,NA,NA,,,,0,,,Zooplankton
